id,state,state_original,under_18,total_arrests,total_arrests_per_capita,violent_crimes,violent_crimes_per_capita,property_crimes,property_crimes_per_capita,murder_and_nonnegligent_manslaughter,murder_and_nonnegligent_manslaughter_per_capita,forcible_rape,forcible_rape_per_capita,robbery,robbery_per_capita,aggravated_assault,aggravated_assault_per_capita,burglary,burglary_per_capita,larceny_theft,larceny_theft_per_capita,motor_vehicle_theft,motor_vehicle_theft_per_capita,arson,arson_per_capita,other_assults,other_assults_per_capita,forgery_and_counterfeiting,forgery_and_counterfeiting_per_capita,fraud,fraud_per_capita,embezzlement,embezzlement_per_capita,stolen_property,stolen_property_per_capita,vandalism,vandalism_per_capita,weapons_posession,weapons_posession_per_capita,prostitution,prostitution_per_capita,sex_offenses,sex_offenses_per_capita,drug_abuse_violations,drug_abuse_violations_per_capita,gambling,gambling_per_capita,offenses_against_family_and_children,offenses_against_family_and_children_per_capita,dui,dui_per_capita,liquor_laws,liquor_laws_per_capita,drunkenness,drunkenness_per_capita,disorderly_conduct,disorderly_conduct_per_capita,vagrancy,vagrancy_per_capita,all_others,all_others_per_capita,suspicion,suspicion_per_capita,curfew_and_loitering,curfew_and_loitering_per_capita,runaways,runaways_per_capita,number_of_agencies,estimated_population,year
293,VIRGINIA,VIRGINIA,1,33789,NULL,783,NULL,6602,NULL,12,NULL,40,NULL,300,NULL,431,NULL,966,NULL,5341,NULL,186,NULL,109,NULL,4514,NULL,59,NULL,123,NULL,53,NULL,137,NULL,1192,NULL,392,NULL,1,NULL,206,NULL,2332,NULL,2,NULL,40,NULL,187,NULL,2000,NULL,267,NULL,1249,NULL,0,NULL,7722,NULL,0,NULL,2221,NULL,3707,NULL,380,7481379,2009
294,VIRGINIA,VIRGINIA,0,326202,43.60,6638,0.89,35284,4.72,267,0.04,300,0.04,1866,0.25,4205,0.56,4304,0.58,29782,3.98,919,0.12,279,0.04,37837,5.06,2229,0.30,8195,1.10,1660,0.22,991,0.13,4621,0.62,3712,0.50,848,0.11,1063,0.14,29780,3.98,89,0.01,1484,0.20,27623,3.69,11864,1.59,32711,4.37,5575,0.75,173,0.02,107897,14.42,0,0.00,2221,0.30,3707,0.50,0,7481379,2009
295,WASHINGTON,WASHINGTON,1,26080,NULL,1210,NULL,7662,NULL,16,NULL,91,NULL,452,NULL,651,NULL,1228,NULL,5966,NULL,339,NULL,129,NULL,3801,NULL,40,NULL,52,NULL,1,NULL,318,NULL,1683,NULL,503,NULL,57,NULL,165,NULL,2217,NULL,1,NULL,14,NULL,224,NULL,2802,NULL,5,NULL,612,NULL,7,NULL,3230,NULL,0,NULL,30,NULL,1446,NULL,208,4880479,2009
296,WASHINGTON,WASHINGTON,0,200290,41.04,7580,1.55,32771,6.71,138,0.03,620,0.13,1954,0.40,4868,1.00,4453,0.91,26871,5.51,1204,0.25,243,0.05,26202,5.37,1459,0.30,1007,0.21,100,0.02,2215,0.45,5981,1.23,2378,0.49,795,0.16,988,0.20,16561,3.39,3,0.00,702,0.14,16421,3.36,9738,2.00,6,0.00,4542,0.93,52,0.01,69313,14.20,0,0.00,30,0.01,1446,0.30,0,4880479,2009
297,WEST VIRGINIA,WEST VIRGINIA,1,2244,NULL,56,NULL,625,NULL,2,NULL,4,NULL,18,NULL,32,NULL,60,NULL,532,NULL,30,NULL,3,NULL,325,NULL,3,NULL,6,NULL,4,NULL,11,NULL,88,NULL,20,NULL,0,NULL,11,NULL,201,NULL,0,NULL,2,NULL,25,NULL,154,NULL,16,NULL,69,NULL,0,NULL,527,NULL,0,NULL,65,NULL,36,NULL,201,925274,2009
298,WEST VIRGINIA,WEST VIRGINIA,0,47529,51.37,1459,1.58,6015,6.50,42,0.05,63,0.07,201,0.22,1153,1.25,791,0.85,5016,5.42,180,0.19,28,0.03,5841,6.31,383,0.41,764,0.83,109,0.12,254,0.27,888,0.96,305,0.33,125,0.14,169,0.18,6167,6.67,12,0.01,74,0.08,4780,5.17,1803,1.95,3753,4.06,1041,1.13,11,0.01,13475,14.56,0,0.00,65,0.07,36,0.04,0,925274,2009
299,WISCONSIN,WISCONSIN,1,84143,NULL,1374,NULL,13644,NULL,10,NULL,142,NULL,494,NULL,728,NULL,1582,NULL,11482,NULL,494,NULL,86,NULL,3321,NULL,56,NULL,197,NULL,10,NULL,578,NULL,3370,NULL,1095,NULL,9,NULL,948,NULL,4061,NULL,53,NULL,349,NULL,541,NULL,7655,NULL,0,NULL,16112,NULL,15,NULL,21982,NULL,0,NULL,5492,NULL,3281,NULL,359,5389299,2009
300,WISCONSIN,WISCONSIN,0,369962,68.65,7521,1.40,40465,7.51,142,0.03,633,0.12,1589,0.29,5157,0.96,4449,0.83,34590,6.42,1241,0.23,185,0.03,18164,3.37,1340,0.25,5069,0.94,225,0.04,1664,0.31,9481,1.76,3964,0.74,371,0.07,2600,0.48,24446,4.54,214,0.04,2602,0.48,38215,7.09,36051,6.69,0,0.00,58992,10.95,3111,0.58,106694,19.80,0,0.00,5492,1.02,3281,0.61,0,5389299,2009
301,WYOMING,WYOMING,1,6071,NULL,47,NULL,1008,NULL,2,NULL,9,NULL,0,NULL,36,NULL,71,NULL,877,NULL,50,NULL,10,NULL,669,NULL,3,NULL,12,NULL,1,NULL,13,NULL,237,NULL,35,NULL,0,NULL,17,NULL,452,NULL,3,NULL,17,NULL,105,NULL,963,NULL,52,NULL,188,NULL,3,NULL,1357,NULL,4,NULL,479,NULL,406,NULL,63,539500,2009
302,WYOMING,WYOMING,0,38737,71.80,577,1.07,3061,5.67,16,0.03,43,0.08,30,0.06,488,0.90,286,0.53,2645,4.90,118,0.22,12,0.02,3370,6.25,114,0.21,225,0.42,13,0.02,63,0.12,765,1.42,113,0.21,14,0.03,164,0.30,2807,5.20,3,0.01,215,0.40,6662,12.35,3934,7.29,2700,5.00,1329,2.46,50,0.09,11643,21.58,30,0.06,479,0.89,406,0.75,0,539500,2009
303,ALABAMA,ALABAMA,1,12832,3.40,719,0.19,3773,1.00,21,0.01,26,0.01,351,0.09,321,0.09,760,0.20,2844,0.75,137,0.04,32,0.01,1957,0.52,23,0.01,60,0.02,3,0.00,240,0.06,322,0.09,190,0.05,0,0.00,26,0.01,987,0.26,8,0.00,15,0.00,93,0.02,703,0.19,78,0.02,1539,0.41,10,0.00,1695,0.45,0,0.00,32,0.01,359,0.10,291,3772968,2008
304,ALABAMA,ALABAMA,0,212192,56.24,6541,1.73,24496,6.49,315,0.08,356,0.09,2047,0.54,3823,1.01,4110,1.09,19192,5.09,1067,0.28,127,0.03,26590,7.05,1818,0.48,8381,2.22,153,0.04,2295,0.61,2277,0.60,1546,0.41,260,0.07,582,0.15,16488,4.37,58,0.02,1055,0.28,14991,3.97,6077,1.61,11087,2.94,4862,1.29,300,0.08,81944,21.72,0,0.00,32,0.01,359,0.10,0,3772968,2008
305,ALASKA,ALASKA,1,3951,5.93,212,0.32,1288,1.93,0,0.00,2,0.00,44,0.07,166,0.25,145,0.22,1055,1.58,63,0.09,25,0.04,368,0.55,5,0.01,24,0.04,8,0.01,4,0.01,210,0.32,33,0.05,2,0.00,42,0.06,265,0.40,0,0.00,2,0.00,89,0.13,281,0.42,10,0.02,52,0.08,0,0.00,718,1.08,0,0.00,1,0.00,337,0.51,32,666481,2008
306,ALASKA,ALASKA,0,38294,57.46,2121,3.18,4108,6.16,22,0.03,54,0.08,275,0.41,1770,2.66,457,0.69,3337,5.01,268,0.40,46,0.07,4076,6.12,87,0.13,275,0.41,106,0.16,38,0.06,879,1.32,345,0.52,159,0.24,166,0.25,1716,2.57,0,0.00,320,0.48,5538,8.31,1692,2.54,108,0.16,836,1.25,3,0.00,15379,23.07,4,0.01,1,0.00,337,0.51,0,666481,2008
307,ARIZONA,ARIZONA,1,53826,8.39,1619,0.25,11065,1.72,29,0.00,28,0.00,457,0.07,1105,0.17,1523,0.24,8769,1.37,613,0.10,160,0.02,4853,0.76,51,0.01,97,0.02,26,0.00,160,0.02,3711,0.58,538,0.08,27,0.00,307,0.05,5413,0.84,1,0.00,284,0.04,561,0.09,5789,0.90,4,0.00,3388,0.53,15,0.00,5628,0.88,0,0.00,5066,0.79,5223,0.81,85,6414715,2008
308,ARIZONA,ARIZONA,0,334238,52.10,9226,1.44,41904,6.53,310,0.05,185,0.03,2044,0.32,6687,1.04,5086,0.79,33963,5.29,2593,0.40,262,0.04,25778,4.02,3207,0.50,2352,0.37,322,0.05,1285,0.20,11680,1.82,3681,0.57,1602,0.25,1773,0.28,34242,5.34,7,0.00,3026,0.47,39746,6.20,29984,4.67,12,0.00,18150,2.83,1535,0.24,94437,14.72,0,0.00,5066,0.79,5223,0.81,0,6414715,2008
309,ARKANSAS,ARKANSAS,1,13209,5.50,468,0.19,3796,1.58,2,0.00,16,0.01,96,0.04,354,0.15,856,0.36,2843,1.18,77,0.03,20,0.01,1380,0.57,18,0.01,25,0.01,7,0.00,144,0.06,613,0.26,162,0.07,2,0.00,38,0.02,948,0.39,1,0.00,2,0.00,147,0.06,267,0.11,265,0.11,1064,0.44,29,0.01,2535,1.05,3,0.00,772,0.32,523,0.22,201,2403738,2008
310,ARKANSAS,ARKANSAS,0,138372,57.57,4749,1.98,15437,6.42,118,0.05,194,0.08,623,0.26,3814,1.59,2992,1.24,11967,4.98,417,0.17,61,0.03,9701,4.04,937,0.39,3351,1.39,54,0.02,1224,0.51,1848,0.77,1330,0.55,316,0.13,194,0.08,11513,4.79,24,0.01,117,0.05,11707,4.87,2224,0.93,10454,4.35,3664,1.52,1200,0.50,56920,23.68,113,0.05,772,0.32,523,0.22,0,2403738,2008
311,CALIFORNIA,CALIFORNIA,1,227754,6.23,17172,0.47,47793,1.31,224,0.01,235,0.01,6879,0.19,9834,0.27,15658,0.43,27836,0.76,3477,0.10,822,0.02,21371,0.58,293,0.01,590,0.02,85,0.00,3089,0.08,16286,0.45,8131,0.22,487,0.01,2184,0.06,21661,0.59,33,0.00,10,0.00,1468,0.04,5181,0.14,4245,0.12,10974,0.30,383,0.01,44395,1.21,0,0.00,17697,0.48,4226,0.12,637,36555329,2008
312,CALIFORNIA,CALIFORNIA,0,1547811,42.34,125235,3.43,170546,4.67,1850,0.05,2088,0.06,22391,0.61,98906,2.71,56409,1.54,95447,2.61,17203,0.47,1487,0.04,93284,2.55,9078,0.25,10294,0.28,2159,0.06,18831,0.52,33056,0.90,31800,0.87,13385,0.37,14502,0.40,268763,7.35,615,0.02,380,0.01,214828,5.88,19649,0.54,121180,3.32,15362,0.42,4364,0.12,358577,9.81,0,0.00,17697,0.48,4226,0.12,0,36555329,2008
313,COLORADO,COLORADO4,1,43398,9.95,902,0.21,8397,1.93,5,0.00,58,0.01,232,0.05,607,0.14,1002,0.23,6866,1.57,398,0.09,131,0.03,2268,0.52,47,0.01,168,0.04,16,0.00,155,0.04,2061,0.47,556,0.13,24,0.01,225,0.05,3456,0.79,1,0.00,77,0.02,435,0.10,4437,1.02,8,0.00,3719,0.85,0,0.00,9544,2.19,2,0.00,1844,0.42,5056,1.16,192,4359586,2008
314,COLORADO,COLORADO4,0,221175,50.73,6208,1.42,25453,5.84,155,0.04,453,0.10,926,0.21,4674,1.07,2993,0.69,20936,4.80,1298,0.30,226,0.05,14746,3.38,1025,0.24,2433,0.56,250,0.06,760,0.17,6072,1.39,2054,0.47,618,0.14,903,0.21,17851,4.09,7,0.00,2991,0.69,28198,6.47,15108,3.47,204,0.05,11573,2.65,211,0.05,77600,17.80,10,0.00,1844,0.42,5056,1.16,0,4359586,2008
315,CONNECTICUT,CONNECTICUT,1,19458,6.03,1186,0.37,4093,1.27,12,0.00,48,0.01,299,0.09,827,0.26,666,0.21,3179,0.99,199,0.06,49,0.02,3780,1.17,13,0.00,76,0.02,2,0.00,57,0.02,1155,0.36,316,0.10,4,0.00,140,0.04,1604,0.50,2,0.00,87,0.03,86,0.03,400,0.12,0,0.00,3558,1.10,0,0.00,2836,0.88,0,0.00,48,0.01,15,0.00,96,3226747,2008
316,CONNECTICUT,CONNECTICUT,0,123405,38.24,5934,1.84,17141,5.31,110,0.03,244,0.08,1245,0.39,4335,1.34,2846,0.88,13466,4.17,711,0.22,118,0.04,20336,6.30,789,0.24,1471,0.46,181,0.06,433,0.13,3001,0.93,1399,0.43,523,0.16,579,0.18,16132,5.00,37,0.01,1154,0.36,8235,2.55,1443,0.45,0,0.00,15758,4.88,44,0.01,28752,8.91,0,0.00,48,0.01,15,0.00,0,3226747,2008
317,DELAWARE,DELAWARE,1,7199,8.25,574,0.66,1620,1.86,4,0.00,26,0.03,194,0.22,350,0.40,300,0.34,1246,1.43,37,0.04,37,0.04,1597,1.83,8,0.01,133,0.15,13,0.01,150,0.17,326,0.37,154,0.18,1,0.00,45,0.05,705,0.81,1,0.00,3,0.00,0,0.00,458,0.52,29,0.03,638,0.73,0,0.00,644,0.74,0,0.00,100,0.11,0,0.00,54,873092,2008
318,DELAWARE,DELAWARE,0,42641,48.84,2942,3.37,6746,7.73,32,0.04,138,0.16,713,0.82,2059,2.36,1102,1.26,5403,6.19,171,0.20,70,0.08,8584,9.83,607,0.70,2077,2.38,277,0.32,525,0.60,1184,1.36,477,0.55,132,0.15,202,0.23,5895,6.75,6,0.01,239,0.27,215,0.25,2451,2.81,769,0.88,2229,2.55,916,1.05,6068,6.95,0,0.00,100,0.11,0,0.00,0,873092,2008
319,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA4 5,1,524,0.00,30,0.00,50,0.00,0,0.00,0,0.00,19,0.00,11,0.00,0,0.00,31,0.00,19,0.00,0,0.00,56,0.00,0,0.00,0,0.00,0,0.00,3,0.00,12,0.00,11,0.00,0,0.00,0,0.00,19,0.00,0,0.00,0,0.00,0,0.00,3,0.00,0,0.00,88,0.00,0,0.00,251,0.00,0,0.00,1,0.00,0,0.00,2,590074,2008
320,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA4 5,0,7297,12.37,74,0.13,104,0.18,0,0.00,0,0.00,39,0.07,35,0.06,0,0.00,73,0.12,31,0.05,0,0.00,200,0.34,3,0.01,4,0.01,0,0.00,19,0.03,21,0.04,33,0.06,1,0.00,0,0.00,79,0.13,1,0.00,0,0.00,32,0.05,2083,3.53,54,0.09,240,0.41,147,0.25,4201,7.12,0,0.00,1,0.00,0,0.00,0,590074,2008
321,FLORIDA,FLORIDA4 6,1,118296,6.47,8373,0.46,36701,2.01,81,0.00,242,0.01,2960,0.16,5090,0.28,9753,0.53,24657,1.35,2147,0.12,144,0.01,15368,0.84,170,0.01,723,0.04,44,0.00,315,0.02,2698,0.15,1852,0.10,53,0.00,310,0.02,13011,0.71,69,0.00,0,0.00,498,0.03,1227,0.07,0,0.00,0,0.00,0,0.00,36884,2.02,0,0.00,0,0.00,0,0.00,591,18294452,2008
322,FLORIDA,FLORIDA4 6,0,1149818,62.85,52740,2.88,149942,8.20,882,0.05,1770,0.10,11870,0.65,38218,2.09,31468,1.72,109021,5.96,9073,0.50,380,0.02,90504,4.95,5157,0.28,17336,0.95,1160,0.06,3446,0.19,8966,0.49,8092,0.44,6059,0.33,3452,0.19,159916,8.74,464,0.03,0,0.00,61852,3.38,33084,1.81,0,0.00,0,0.00,0,0.00,547648,29.94,0,0.00,0,0.00,0,0.00,0,18294452,2008
323,GEORGIA,GEORGIA,1,38807,6.47,1890,0.32,9116,1.52,37,0.01,63,0.01,724,0.12,1066,0.18,2188,0.37,6246,1.04,624,0.10,58,0.01,5252,0.88,101,0.02,252,0.04,25,0.00,507,0.08,1007,0.17,1344,0.22,31,0.01,545,0.09,3157,0.53,28,0.00,184,0.03,205,0.03,846,0.14,50,0.01,4683,0.78,45,0.01,6709,1.12,51,0.01,867,0.14,1912,0.32,262,5995191,2008
324,GEORGIA,GEORGIA,0,268869,44.85,11489,1.92,37402,6.24,320,0.05,313,0.05,2958,0.49,7898,1.32,6654,1.11,28467,4.75,2091,0.35,190,0.03,23411,3.91,3852,0.64,6738,1.12,363,0.06,3287,0.55,3397,0.57,4935,0.82,1848,0.31,3402,0.57,34697,5.79,319,0.05,2638,0.44,25421,4.24,9391,1.57,2540,0.42,22373,3.73,763,0.13,67641,11.28,183,0.03,867,0.14,1912,0.32,0,5995191,2008
325,HAWAII,HAWAII,1,12029,10.50,288,0.25,1531,1.34,0,0.00,8,0.01,157,0.14,123,0.11,185,0.16,1225,1.07,109,0.10,12,0.01,996,0.87,1,0.00,29,0.03,5,0.00,24,0.02,421,0.37,24,0.02,11,0.01,68,0.06,409,0.36,13,0.01,2,0.00,70,0.06,216,0.19,0,0.00,120,0.10,0,0.00,3157,2.76,0,0.00,283,0.25,4361,3.81,3,1145204,2008
326,HAWAII,HAWAII,0,52818,46.12,1319,1.15,4523,3.95,18,0.02,102,0.09,393,0.34,806,0.70,601,0.52,3467,3.03,424,0.37,31,0.03,4894,4.27,156,0.14,423,0.37,74,0.06,117,0.10,937,0.82,199,0.17,421,0.37,295,0.26,2022,1.77,31,0.03,47,0.04,5812,5.08,1185,1.03,0,0.00,771,0.67,0,0.00,24948,21.78,0,0.00,283,0.25,4361,3.81,0,1145204,2008
327,IDAHO,IDAHO,1,14863,10.36,227,0.16,2942,2.05,3,0.00,18,0.01,18,0.01,188,0.13,381,0.27,2411,1.68,78,0.05,72,0.05,1239,0.86,13,0.01,27,0.02,6,0.00,67,0.05,739,0.51,168,0.12,2,0.00,89,0.06,781,0.54,0,0.00,22,0.02,209,0.15,1940,1.35,22,0.02,595,0.41,0,0.00,3501,2.44,0,0.00,735,0.51,1539,1.07,101,1435156,2008
328,IDAHO,IDAHO,0,71854,50.07,1425,0.99,7009,4.88,14,0.01,102,0.07,97,0.07,1212,0.84,938,0.65,5802,4.04,185,0.13,84,0.06,5922,4.13,156,0.11,490,0.34,112,0.08,225,0.16,1426,0.99,625,0.44,21,0.01,314,0.22,5514,3.84,1,0.00,622,0.43,11850,8.26,6494,4.52,439,0.31,2442,1.70,9,0.01,24484,17.06,0,0.00,735,0.51,1539,1.07,0,1435156,2008
329,ILLINOIS,ILLINOIS7,1,33161,11.10,3503,1.17,6078,2.04,54,0.02,74,0.02,1529,0.51,1846,0.62,1087,0.36,3345,1.12,1619,0.54,27,0.01,5688,1.90,5,0.00,18,0.01,0,0.00,17,0.01,1879,0.63,1098,0.37,37,0.01,84,0.03,6055,2.03,864,0.29,8,0.00,32,0.01,268,0.09,0,0.00,3112,1.04,0,0.00,3849,1.29,0,0.00,552,0.18,14,0.00,2,2986566,2008
330,ILLINOIS,ILLINOIS7,0,172433,57.74,8711,2.92,23372,7.83,364,0.12,452,0.15,2922,0.98,4973,1.67,2894,0.97,15889,5.32,4514,1.51,75,0.03,26438,8.85,346,0.12,330,0.11,2,0.00,56,0.02,5172,1.73,4117,1.38,3616,1.21,965,0.32,45612,15.27,3604,1.21,362,0.12,4909,1.64,1317,0.44,0,0.00,17947,6.01,11,0.00,24980,8.36,0,0.00,552,0.18,14,0.00,0,2986566,2008
331,INDIANA,INDIANA,1,38675,8.30,1498,0.32,8963,1.92,18,0.00,52,0.01,385,0.08,1043,0.22,1276,0.27,6902,1.48,673,0.14,112,0.02,4603,0.99,29,0.01,70,0.02,0,0.00,1907,0.41,1322,0.28,297,0.06,2,0.00,247,0.05,2380,0.51,5,0.00,346,0.07,167,0.04,2657,0.57,490,0.11,2622,0.56,8,0.00,7073,1.52,6,0.00,730,0.16,3253,0.70,155,4658523,2008
332,INDIANA,INDIANA,0,220709,47.38,8351,1.79,30527,6.55,268,0.06,262,0.06,1930,0.41,5891,1.26,4475,0.96,23865,5.12,1970,0.42,217,0.05,20268,4.35,1443,0.31,1978,0.42,15,0.00,7142,1.53,2775,0.60,1921,0.41,1256,0.27,1516,0.33,22671,4.87,38,0.01,1790,0.38,23475,5.04,9883,2.12,18536,3.98,8158,1.75,36,0.01,54870,11.78,77,0.02,730,0.16,3253,0.70,0,4658523,2008
333,IOWA,IOWA,1,20893,7.55,743,0.27,5276,1.91,6,0.00,29,0.01,94,0.03,614,0.22,724,0.26,4239,1.53,228,0.08,85,0.03,2591,0.94,42,0.02,53,0.02,10,0.00,75,0.03,1603,0.58,154,0.06,2,0.00,78,0.03,1165,0.42,1,0.00,12,0.00,226,0.08,2055,0.74,367,0.13,2386,0.86,0,0.00,2694,0.97,0,0.00,812,0.29,548,0.20,194,2765774,2008
334,IOWA,IOWA,0,116614,42.16,4230,1.53,13950,5.04,50,0.02,108,0.04,404,0.15,3668,1.33,1907,0.69,11349,4.10,553,0.20,141,0.05,10399,3.76,604,0.22,1155,0.42,94,0.03,210,0.08,3307,1.20,519,0.19,129,0.05,237,0.09,8497,3.07,13,0.00,870,0.31,14147,5.12,8846,3.20,12320,4.45,6642,2.40,28,0.01,29057,10.51,0,0.00,812,0.29,548,0.20,0,2765774,2008
335,KANSAS,KANSAS,1,11183,5.90,336,0.18,2293,1.21,5,0.00,40,0.02,52,0.03,239,0.13,291,0.15,1882,0.99,80,0.04,40,0.02,1542,0.81,11,0.01,37,0.02,34,0.02,38,0.02,582,0.31,122,0.06,1,0.00,87,0.05,976,0.51,3,0.00,26,0.01,245,0.13,1413,0.75,1,0.00,810,0.43,0,0.00,1278,0.67,0,0.00,0,0.00,1348,0.71,232,1895788,2008
336,KANSAS,KANSAS,0,80352,42.38,2491,1.31,7187,3.79,47,0.02,183,0.10,285,0.15,1976,1.04,1054,0.56,5678,3.00,372,0.20,83,0.04,11483,6.06,556,0.29,1427,0.75,201,0.11,307,0.16,2020,1.07,731,0.39,227,0.12,325,0.17,6854,3.62,9,0.00,261,0.14,13080,6.90,7284,3.84,329,0.17,3806,2.01,0,0.00,20426,10.77,0,0.00,0,0.00,1348,0.71,0,1895788,2008
337,KENTUCKY,KENTUCKY,1,3671,5.56,279,0.42,1514,2.29,6,0.01,5,0.01,146,0.22,122,0.18,313,0.47,1122,1.70,44,0.07,35,0.05,336,0.51,17,0.03,5,0.01,0,0.00,167,0.25,146,0.22,58,0.09,0,0.00,3,0.00,506,0.77,0,0.00,1,0.00,8,0.01,39,0.06,36,0.05,110,0.17,6,0.01,409,0.62,0,0.00,8,0.01,23,0.03,3,660796,2008
338,KENTUCKY,KENTUCKY,0,35973,54.44,1817,2.75,6700,10.14,55,0.08,33,0.05,598,0.91,1131,1.71,1220,1.85,5268,7.97,150,0.23,62,0.09,2552,3.86,573,0.87,260,0.39,5,0.01,652,0.99,467,0.71,611,0.92,539,0.82,21,0.03,7952,12.03,11,0.02,589,0.89,2363,3.58,97,0.15,3487,5.28,694,1.05,383,0.58,6169,9.34,0,0.00,8,0.01,23,0.03,0,660796,2008
339,LOUISIANA,LOUISIANA,1,19068,7.71,1666,0.67,4319,1.75,15,0.01,35,0.01,264,0.11,1352,0.55,1036,0.42,3045,1.23,207,0.08,31,0.01,2722,1.10,6,0.00,40,0.02,7,0.00,231,0.09,651,0.26,321,0.13,4,0.00,122,0.05,1600,0.65,11,0.00,135,0.05,69,0.03,292,0.12,31,0.01,2820,1.14,9,0.00,3041,1.23,28,0.01,493,0.20,450,0.18,104,2471978,2008
340,LOUISIANA,LOUISIANA,0,140519,56.84,9236,3.74,19742,7.99,183,0.07,238,0.10,1035,0.42,7780,3.15,3840,1.55,14812,5.99,920,0.37,170,0.07,15893,6.43,528,0.21,1794,0.73,300,0.12,1328,0.54,2744,1.11,1748,0.71,412,0.17,596,0.24,17959,7.27,83,0.03,1186,0.48,7977,3.23,6845,2.77,2970,1.20,12180,4.93,355,0.14,35613,14.41,87,0.04,493,0.20,450,0.18,0,2471978,2008
341,MAINE,MAINE,1,6990,5.32,86,0.07,2125,1.62,0,0.00,10,0.01,24,0.02,52,0.04,372,0.28,1632,1.24,93,0.07,28,0.02,907,0.69,12,0.01,22,0.02,3,0.00,39,0.03,444,0.34,46,0.04,0,0.00,51,0.04,561,0.43,1,0.00,1,0.00,95,0.07,1084,0.82,9,0.01,201,0.15,0,0.00,1137,0.87,0,0.00,64,0.05,102,0.08,164,1314189,2008
342,MAINE,MAINE,0,57060,43.42,735,0.56,8325,6.33,8,0.01,72,0.05,184,0.14,471,0.36,1352,1.03,6580,5.01,330,0.25,63,0.05,6849,5.21,311,0.24,886,0.67,51,0.04,189,0.14,1492,1.14,356,0.27,26,0.02,275,0.21,5778,4.40,4,0.00,93,0.07,7270,5.53,4782,3.64,43,0.03,1886,1.44,2,0.00,17541,13.35,0,0.00,64,0.05,102,0.08,0,1314189,2008
343,MARYLAND,MARYLAND,1,47175,8.46,3657,0.66,12463,2.24,31,0.01,52,0.01,1947,0.35,1627,0.29,2318,0.42,8415,1.51,1405,0.25,325,0.06,7500,1.35,41,0.01,78,0.01,43,0.01,31,0.01,2015,0.36,1357,0.24,12,0.00,292,0.05,7648,1.37,43,0.01,38,0.01,214,0.04,1202,0.22,8,0.00,2171,0.39,52,0.01,7359,1.32,78,0.01,236,0.04,637,0.11,154,5574256,2008
344,MARYLAND,MARYLAND,0,300165,53.85,13001,2.33,38147,6.84,307,0.06,404,0.07,4443,0.80,7847,1.41,7411,1.33,26879,4.82,3292,0.59,565,0.10,29510,5.29,1093,0.20,2368,0.42,433,0.08,241,0.04,4215,0.76,4328,0.78,1337,0.24,1343,0.24,57288,10.28,283,0.05,2220,0.40,23714,4.25,6820,1.22,12,0.00,7431,1.33,160,0.03,104757,18.79,591,0.11,236,0.04,637,0.11,0,5574256,2008
345,MASSACHUSETTS,MASSACHUSETTS,1,17974,3.09,1964,0.34,3411,0.59,8,0.00,31,0.01,529,0.09,1396,0.24,761,0.13,2469,0.42,131,0.02,50,0.01,2517,0.43,22,0.00,48,0.01,6,0.00,224,0.04,906,0.16,265,0.05,6,0.00,87,0.01,2115,0.36,0,0.00,103,0.02,101,0.02,775,0.13,204,0.04,1375,0.24,0,0.00,3538,0.61,1,0.00,13,0.00,293,0.05,315,5819911,2008
346,MASSACHUSETTS,MASSACHUSETTS,0,149582,25.70,12474,2.14,18471,3.17,77,0.01,310,0.05,2065,0.35,10022,1.72,3725,0.64,13906,2.39,707,0.12,133,0.02,21337,3.67,623,0.11,1518,0.26,155,0.03,1337,0.23,3448,0.59,1405,0.24,1229,0.21,696,0.12,19825,3.41,35,0.01,1295,0.22,12941,2.22,4214,0.72,6021,1.03,8337,1.43,19,0.00,33868,5.82,28,0.00,13,0.00,293,0.05,0,5819911,2008
347,MICHIGAN,MICHIGAN,1,36027,4.16,2187,0.25,10382,1.20,12,0.00,114,0.01,772,0.09,1289,0.15,1729,0.20,7676,0.89,845,0.10,132,0.02,3685,0.43,38,0.00,433,0.05,42,0.00,415,0.05,1175,0.14,824,0.10,16,0.00,237,0.03,3278,0.38,17,0.00,11,0.00,482,0.06,4033,0.47,6,0.00,1384,0.16,0,0.00,5380,0.62,0,0.00,802,0.09,1200,0.14,485,8664761,2008
348,MICHIGAN,MICHIGAN,0,276904,31.96,12398,1.43,35166,4.06,142,0.02,578,0.07,2488,0.29,9190,1.06,6251,0.72,25696,2.97,2919,0.34,300,0.03,26868,3.10,915,0.11,5800,0.67,1176,0.14,1851,0.21,3569,0.41,4617,0.53,761,0.09,962,0.11,31775,3.67,136,0.02,2610,0.30,35534,4.10,20242,2.34,343,0.04,9247,1.07,254,0.03,80678,9.31,0,0.00,802,0.09,1200,0.14,0,8664761,2008
349,MINNESOTA,MINNESOTA7,1,45954,9.06,1135,0.22,10262,2.02,12,0.00,13,0.00,402,0.08,708,0.14,972,0.19,8824,1.74,368,0.07,98,0.02,3669,0.72,71,0.01,199,0.04,10,0.00,393,0.08,1879,0.37,787,0.16,45,0.01,302,0.06,2785,0.55,4,0.00,37,0.01,530,0.10,6359,1.25,0,0.00,4356,0.86,14,0.00,5756,1.13,0,0.00,3882,0.77,3479,0.69,321,5074064,2008
